"CLIENTNUM","Target","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Trans_Amt","Total_Trans_Ct","Avg_Utilization_Ratio","Flag_Muestra"
"717308433","1","49","M","5","Uneducated","Unknown","$60K - $80K","Blue","43","3","3","3","1960.0","0","1960.0","2253","39","0.0","1"
"717316008","0","38","M","2","Unknown","Married","$120K +","Blue","36","6","2","3","3782.0","0","3782.0","14977","117","0.0","0"
"717321783","0","50","M","1","Uneducated","Single","$60K - $80K","Blue","45","5","2","2","10344.0","1274","9070.0","1617","47","0.123","0"
"717336408","1","51","F","1","Doctorate","Single","Less than $40K","Blue","45","5","3","1","1952.0","1411","541.0","2452","44","0.723","1"
"717343833","0","47","F","5","Uneducated","Unknown","Unknown","Blue","34","4","1","3","3127.0","2094","1033.0","4518","86","0.67","0"
"717354558","1","57","M","2","Uneducated","Married","$120K +","Blue","40","3","3","3","3106.0","1120","1986.0","683","17","0.361","1"
"717355533","0","56","M","3","Graduate","Single","$120K +","Blue","44","3","1","2","34516.0","1307","33209.0","13759","120","0.038","1"
"717364458","0","36","F","3","High School","Married","Less than $40K","Blue","26","6","1","4","4331.0","1445","2886.0","2053","33","0.334","0"
"717368208","1","49","M","1","Graduate","Single","$120K +","Blue","36","6","2","4","26723.0","0","26723.0","2138","43","0.0","0"
"717371583","1","56","F","2","Uneducated","Single","Less than $40K","Blue","36","1","3","5","1883.0","400","1483.0","1954","45","0.212","1"
"717385083","0","46","M","3","High School","Married","$120K +","Blue","35","2","2","3","4916.0","1122","3794.0","4813","87","0.228","1"
"717385983","0","30","M","0","Graduate","Married","Less than $40K","Blue","21","6","6","2","2490.0","0","2490.0","1645","30","0.0","1"
"717390408","1","49","F","4","Uneducated","Married","$40K - $60K","Blue","36","5","2","3","4167.0","0","4167.0","7590","87","0.0","1"
"717406983","1","30","M","2","Graduate","Unknown","$40K - $60K","Blue","36","4","3","3","5281.0","0","5281.0","8395","62","0.0","1"
"717409533","1","36","F","2","Post-Graduate","Single","Less than $40K","Blue","26","1","2","3","1821.0","1486","335.0","2824","43","0.816","1"
"717412608","1","38","F","2","High School","Married","$40K - $60K","Blue","28","3","2","2","7225.0","0","7225.0","738","16","0.0","1"
"717429258","1","48","F","3","Doctorate","Single","Less than $40K","Blue","39","3","3","4","1644.0","500","1144.0","2450","45","0.304","0"
"717432933","0","52","F","5","Unknown","Single","Unknown","Blue","36","3","1","3","3167.0","1387","1780.0","4587","76","0.438","1"
"717439983","1","48","M","2","Graduate","Married","$80K - $120K","Blue","28","1","3","3","14774.0","2517","12257.0","8293","63","0.17","1"
"717443658","0","37","F","0","Graduate","Divorced","$40K - $60K","Blue","28","4","3","1","1920.0","0","1920.0","4715","81","0.0","1"
"717448383","1","41","M","4","Unknown","Single","$80K - $120K","Blue","28","1","2","4","4428.0","0","4428.0","2331","36","0.0","1"
"717450633","1","47","M","3","Uneducated","Single","$60K - $80K","Blue","36","3","2","4","1659.0","1544","115.0","1920","39","0.931","1"
"717457008","1","43","M","3","Uneducated","Single","$40K - $60K","Blue","36","3","3","3","9267.0","0","9267.0","7991","90","0.0","1"
"717461283","1","38","F","2","Graduate","Single","Unknown","Blue","24","3","2","3","2214.0","570","1644.0","2066","45","0.257","1"
"717477783","1","49","F","4","Unknown","Single","Less than $40K","Silver","37","1","2","2","10195.0","2389","7806.0","1563","36","0.234","1"
"717483558","0","42","M","3","High School","Married","$120K +","Blue","36","3","1","2","19156.0","1353","17803.0","3547","61","0.071","1"
"717489033","1","27","F","0","High School","Single","Less than $40K","Blue","18","6","1","4","1438.3","0","1438.3","2641","40","0.0","1"
"717499083","0","35","M","0","Unknown","Single","$60K - $80K","Blue","36","3","1","2","17236.0","0","17236.0","3013","78","0.0","1"
"717502083","1","41","M","3","Doctorate","Single","$120K +","Blue","28","4","2","3","6314.0","0","6314.0","2718","44","0.0","1"
"717517758","0","57","F","0","High School","Married","$40K - $60K","Blue","45","3","2","2","2278.0","845","1433.0","2307","45","0.371","1"
"717518733","1","56","F","2","High School","Married","Less than $40K","Blue","46","4","3","3","9463.0","764","8699.0","7106","61","0.081","1"
"717529233","1","40","F","3","Graduate","Single","Less than $40K","Blue","30","4","3","2","3319.0","0","3319.0","4840","44","0.0","0"
"717535083","0","52","F","2","Post-Graduate","Married","Less than $40K","Blue","40","2","2","1","5207.0","1121","4086.0","7153","84","0.215","1"
"717571683","1","47","F","4","Uneducated","Married","$40K - $60K","Gold","34","2","3","3","23981.0","0","23981.0","4536","61","0.0","1"
"717574683","0","53","F","3","Unknown","Married","$40K - $60K","Blue","46","6","3","1","2192.0","1146","1046.0","4756","85","0.523","1"
"717575958","1","50","F","1","Post-Graduate","Married","$40K - $60K","Blue","41","6","3","3","1694.0","479","1215.0","2349","42","0.283","1"
"717579258","1","36","M","1","Unknown","Unknown","$40K - $60K","Blue","36","2","3","3","6893.0","1462","5431.0","4782","50","0.212","1"
"717580458","1","43","M","4","Uneducated","Divorced","$80K - $120K","Blue","36","2","3","2","19333.0","0","19333.0","7847","63","0.0","1"
"717592758","1","44","F","3","Unknown","Single","Less than $40K","Blue","36","3","2","2","1606.0","1578","28.0","2418","44","0.983","1"
"717595908","0","54","M","1","High School","Married","$60K - $80K","Blue","37","5","1","1","9453.0","2188","7265.0","1688","45","0.231","1"
"717599283","0","57","M","0","Doctorate","Married","$60K - $80K","Blue","36","3","1","2","5335.0","1206","4129.0","1844","49","0.226","1"
"717600483","0","50","M","2","Unknown","Married","$60K - $80K","Blue","43","2","2","1","23223.0","628","22595.0","7358","87","0.027","1"
"717623583","0","36","F","3","High School","Married","Less than $40K","Blue","27","4","2","4","3444.0","2441","1003.0","2668","51","0.709","1"
"717624708","1","59","M","2","High School","Divorced","Less than $40K","Blue","51","6","5","3","1438.3","0","1438.3","2589","49","0.0","1"
"717626508","0","44","F","3","Graduate","Married","Less than $40K","Blue","36","3","3","1","1699.0","0","1699.0","5495","87","0.0","1"
"717627333","0","53","F","2","Post-Graduate","Married","$40K - $60K","Blue","40","5","1","4","2127.0","1995","132.0","1363","37","0.938","0"
"717631908","1","56","M","2","Unknown","Married","Less than $40K","Blue","44","5","3","1","4390.0","0","4390.0","8454","69","0.0","1"
"717640083","1","59","M","1","High School","Married","$60K - $80K","Blue","36","3","2","3","6705.0","0","6705.0","731","18","0.0","1"
"717646983","1","59","F","1","Graduate","Single","Less than $40K","Blue","49","4","3","4","3214.0","424","2790.0","2720","53","0.132","1"
"717650133","0","41","M","5","Graduate","Single","$60K - $80K","Blue","28","5","1","4","4821.0","1426","3395.0","3571","58","0.296","1"
"717664008","1","37","M","3","College","Married","$60K - $80K","Blue","19","2","3","4","3100.0","2517","583.0","694","12","0.812","1"
"717666783","1","56","F","3","College","Single","Less than $40K","Blue","46","1","3","3","2272.0","1350","922.0","2354","49","0.594","1"
"717696333","1","44","M","4","Unknown","Married","$120K +","Blue","36","4","3","3","34516.0","0","34516.0","5425","60","0.0","1"
"717701733","0","44","M","2","Graduate","Married","$80K - $120K","Blue","35","3","2","2","11910.0","2098","9812.0","1646","39","0.176","1"
"717704433","0","48","F","4","Unknown","Single","Unknown","Blue","37","1","2","1","3829.0","836","2993.0","4313","85","0.218","1"
"717708783","0","57","M","2","Graduate","Single","$120K +","Silver","51","6","3","4","34516.0","1417","33099.0","4303","77","0.041","1"
"717713283","0","42","F","3","Graduate","Married","Less than $40K","Blue","33","6","3","3","8628.0","1077","7551.0","1675","58","0.125","1"
"717714633","0","49","M","3","Uneducated","Married","$120K +","Gold","38","4","3","4","14938.0","0","14938.0","15277","131","0.0","0"
"717725433","1","54","F","2","Graduate","Married","$40K - $60K","Blue","44","3","4","2","1606.0","0","1606.0","2258","37","0.0","0"
"717730533","0","32","M","0","Graduate","Single","$40K - $60K","Blue","21","6","1","3","1614.0","925","689.0","2659","63","0.573","1"
"717742908","0","44","M","3","Unknown","Married","$40K - $60K","Blue","36","1","1","1","12967.0","2517","10450.0","4520","74","0.194","1"
"717748608","1","35","F","4","High School","Married","Less than $40K","Blue","24","3","2","4","1555.0","872","683.0","2252","51","0.561","1"
"717755058","0","41","F","4","Doctorate","Single","Less than $40K","Blue","36","4","3","4","2687.0","1317","1370.0","4096","76","0.49","0"
"717773433","0","57","F","0","Graduate","Married","Less than $40K","Blue","45","6","1","2","2448.0","0","2448.0","5464","98","0.0","0"
"717774333","1","48","M","3","High School","Married","$60K - $80K","Blue","36","1","2","5","8431.0","0","8431.0","5189","57","0.0","0"
"717793983","1","55","M","3","Graduate","Single","$40K - $60K","Silver","45","2","3","1","18128.0","0","18128.0","2503","49","0.0","1"
"717806133","0","40","M","2","Uneducated","Divorced","$60K - $80K","Blue","29","5","3","0","23603.0","0","23603.0","1382","31","0.0","1"
"717813558","1","57","F","3","High School","Single","Unknown","Blue","36","1","4","2","8389.0","1960","6429.0","1334","38","0.234","0"
"717819633","0","49","F","3","Uneducated","Married","Less than $40K","Blue","42","6","1","2","3949.0","1463","2486.0","4124","57","0.37","1"
"717836733","0","49","F","1","Graduate","Married","Less than $40K","Blue","36","6","2","1","5153.0","1378","3775.0","4274","81","0.267","0"
"717840108","1","48","M","4","Unknown","Married","$80K - $120K","Blue","41","2","3","6","4806.0","1357","3449.0","1771","35","0.282","1"
"717853233","0","41","M","2","College","Married","$80K - $120K","Blue","31","1","1","3","3306.0","706","2600.0","4772","76","0.214","1"
"717859233","0","41","M","5","Graduate","Married","$80K - $120K","Blue","37","1","3","2","12578.0","2517","10061.0","8362","82","0.2","1"
"717874533","1","46","M","2","High School","Single","$40K - $60K","Blue","36","5","2","2","6362.0","0","6362.0","1968","51","0.0","1"
"717877533","0","39","F","2","Graduate","Single","$40K - $60K","Blue","36","5","1","1","11314.0","0","11314.0","3761","70","0.0","1"
"717878883","0","45","F","3","Unknown","Single","Less than $40K","Blue","36","3","4","0","1438.3","0","1438.3","4463","71","0.0","1"
"717898758","1","55","F","2","Graduate","Married","Less than $40K","Silver","45","6","3","3","12207.0","0","12207.0","5838","74","0.0","0"
"717904383","0","40","M","2","Graduate","Married","$80K - $120K","Blue","31","5","1","2","18693.0","2052","16641.0","1516","44","0.11","1"
"717906783","0","41","M","5","Graduate","Single","$120K +","Blue","29","5","2","2","5207.0","1748","3459.0","1310","26","0.336","1"
"717915783","1","60","M","0","Unknown","Married","$60K - $80K","Blue","47","5","1","3","4541.0","1037","3504.0","2829","44","0.228","1"
"717920583","0","60","F","1","Uneducated","Divorced","Less than $40K","Blue","49","5","2","2","1443.0","0","1443.0","4673","59","0.0","1"
"717930483","1","37","M","2","Graduate","Single","$120K +","Blue","25","3","3","0","5616.0","0","5616.0","1564","31","0.0","0"
"717945108","0","49","F","3","Graduate","Unknown","$40K - $60K","Blue","36","6","1","2","3088.0","1477","1611.0","5095","77","0.478","0"
"717949008","1","40","F","4","High School","Single","$40K - $60K","Blue","29","5","2","3","1554.0","412","1142.0","2341","43","0.265","0"
"717954333","0","39","F","2","Unknown","Single","Less than $40K","Blue","25","4","2","1","1781.0","935","846.0","5093","77","0.525","1"
"717956283","0","57","F","1","Graduate","Single","$40K - $60K","Blue","48","5","1","0","10953.0","1945","9008.0","1277","29","0.178","1"
"717958833","0","46","M","4","Graduate","Married","$60K - $80K","Blue","35","5","1","2","1535.0","700","835.0","1848","25","0.456","1"
"717965808","0","65","M","0","Unknown","Single","$40K - $60K","Blue","54","5","1","4","9383.0","829","8554.0","5783","73","0.088","0"
"717979008","0","48","F","3","Unknown","Single","Less than $40K","Blue","37","2","2","1","2105.0","1072","1033.0","4833","81","0.509","1"
"717998058","0","26","M","0","Graduate","Single","Less than $40K","Blue","13","6","3","2","2585.0","2019","566.0","2644","40","0.781","1"
"718010133","0","46","F","2","Post-Graduate","Single","Less than $40K","Blue","35","4","2","3","2888.0","1641","1247.0","3703","61","0.568","1"
"718023708","0","53","F","2","Uneducated","Single","$40K - $60K","Blue","42","2","1","3","14839.0","2226","12613.0","14625","115","0.15","1"
"718043583","0","50","M","2","Uneducated","Single","$120K +","Blue","40","5","3","4","21794.0","1368","20426.0","15111","116","0.063","1"
"718045008","1","31","M","0","Post-Graduate","Married","Less than $40K","Blue","21","1","2","2","3768.0","0","3768.0","6639","71","0.0","1"
"718072758","0","51","M","2","Post-Graduate","Married","$120K +","Blue","45","5","2","1","3173.0","2517","656.0","4030","73","0.793","0"
"718080558","1","41","F","4","High School","Single","Less than $40K","Blue","36","6","3","3","4720.0","0","4720.0","8798","67","0.0","0"
"718088133","0","40","F","3","Unknown","Divorced","Less than $40K","Blue","36","6","1","0","2348.0","1061","1287.0","1901","27","0.452","1"
"718090233","1","56","F","3","Graduate","Single","Unknown","Blue","36","3","3","3","10016.0","1872","8144.0","2804","37","0.187","1"
"718103733","0","41","F","4","Unknown","Married","Less than $40K","Blue","31","4","3","4","2934.0","933","2001.0","4253","66","0.318","1"
"718110858","1","42","M","4","Unknown","Married","$40K - $60K","Blue","36","2","3","5","1606.0","0","1606.0","2628","41","0.0","1"
"718113633","1","41","M","3","Uneducated","Married","$120K +","Blue","36","1","2","3","34516.0","0","34516.0","5603","56","0.0","1"
"718115733","0","57","M","1","Graduate","Married","$60K - $80K","Blue","36","4","1","3","9037.0","1544","7493.0","1627","27","0.171","1"
"718121658","1","56","M","1","College","Married","$60K - $80K","Blue","44","5","3","3","1704.0","0","1704.0","660","17","0.0","1"
"718136283","0","52","M","2","Uneducated","Single","$80K - $120K","Blue","36","3","1","4","22103.0","1515","20588.0","1541","29","0.069","1"
"718142958","0","46","M","4","Graduate","Single","$60K - $80K","Blue","27","3","3","2","21839.0","960","20879.0","5623","94","0.044","0"
"718148358","1","50","F","3","High School","Married","Less than $40K","Blue","36","2","3","3","1572.0","0","1572.0","2447","41","0.0","1"
"718152333","1","41","F","3","Doctorate","Single","Unknown","Blue","36","2","3","6","2246.0","0","2246.0","3607","51","0.0","0"
"718160358","1","51","F","1","Graduate","Married","Less than $40K","Blue","39","5","3","2","1438.3","0","1438.3","2492","35","0.0","1"
"718162908","0","55","M","3","College","Married","$80K - $120K","Blue","42","3","2","1","26101.0","614","25487.0","1472","48","0.024","1"
"718171308","1","44","F","3","Graduate","Married","Less than $40K","Blue","36","6","3","4","1984.0","0","1984.0","2506","46","0.0","1"
"718184883","0","48","F","3","High School","Married","Less than $40K","Blue","34","5","2","2","1495.0","0","1495.0","3878","63","0.0","1"
"718187508","0","53","F","2","Unknown","Married","Unknown","Blue","36","3","4","3","2592.0","1364","1228.0","4208","68","0.526","1"
"718197108","1","54","M","2","Graduate","Single","$80K - $120K","Blue","36","5","3","3","12342.0","0","12342.0","1430","37","0.0","1"
"718202658","0","47","M","3","Graduate","Unknown","$120K +","Blue","36","3","2","3","9397.0","795","8602.0","5265","98","0.085","0"
"718208358","0","43","M","5","Uneducated","Married","$120K +","Blue","31","4","3","4","34516.0","830","33686.0","3789","57","0.024","1"
"718211208","0","39","M","3","High School","Married","$120K +","Blue","36","6","3","2","3281.0","1682","1599.0","4109","69","0.513","1"
"718220358","1","58","M","1","Graduate","Single","$120K +","Blue","36","2","3","4","28618.0","0","28618.0","1712","41","0.0","0"
"718230933","1","45","M","4","Graduate","Single","Less than $40K","Blue","36","5","2","3","1438.3","1060","378.3","1253","29","0.737","1"
"718242333","0","36","M","4","Graduate","Single","$80K - $120K","Blue","36","5","3","2","10216.0","1822","8394.0","2568","69","0.178","1"
"718244958","0","36","F","2","Graduate","Married","Unknown","Blue","26","5","2","2","8621.0","1251","7370.0","1989","37","0.145","1"
"718250883","1","59","F","2","High School","Married","Unknown","Blue","51","3","3","3","3875.0","1397","2478.0","2312","49","0.361","1"
"718252533","1","30","F","0","Graduate","Divorced","Less than $40K","Blue","18","5","1","1","4203.0","996","3207.0","7292","68","0.237","0"
"718259433","1","45","F","3","High School","Married","Unknown","Blue","40","1","4","2","8383.0","0","8383.0","5460","63","0.0","1"
"718263108","1","44","F","3","Unknown","Divorced","Less than $40K","Blue","32","3","3","2","1693.0","1457","236.0","2829","42","0.861","1"
"718279008","1","44","M","3","High School","Single","$60K - $80K","Silver","36","5","2","3","25276.0","0","25276.0","2282","38","0.0","1"
"718279983","0","49","F","1","College","Married","Unknown","Blue","36","1","3","2","5039.0","2489","2550.0","4770","74","0.494","1"
"718284408","0","43","F","3","Unknown","Married","Less than $40K","Blue","30","5","2","2","2415.0","1452","963.0","3970","68","0.601","1"
"718291233","0","46","M","4","Graduate","Married","$80K - $120K","Blue","33","5","1","3","16227.0","917","15310.0","4314","67","0.057","1"
"718296558","1","44","F","4","Unknown","Married","$40K - $60K","Blue","31","4","3","5","1691.0","1327","364.0","2345","33","0.785","1"
"718297683","1","59","F","1","High School","Single","Less than $40K","Blue","50","1","0","3","4085.0","0","4085.0","7597","71","0.0","1"
"718303683","1","36","F","2","Graduate","Married","Less than $40K","Blue","23","4","2","2","1666.0","813","853.0","2622","60","0.488","1"
"718304583","1","43","M","2","Unknown","Married","$60K - $80K","Gold","33","1","3","2","34516.0","1085","33431.0","4805","54","0.031","0"
"718308558","0","49","F","4","Graduate","Divorced","Less than $40K","Blue","37","2","6","1","1838.0","1155","683.0","7688","93","0.628","1"
"718310733","0","50","M","2","Unknown","Divorced","$80K - $120K","Blue","36","4","3","1","20614.0","0","20614.0","1922","48","0.0","0"
"718311933","1","53","F","4","Doctorate","Married","Less than $40K","Blue","37","6","2","2","3719.0","2517","1202.0","2587","43","0.677","1"
"718318383","0","49","M","1","High School","Unknown","$60K - $80K","Blue","36","6","3","4","2645.0","1499","1146.0","4251","69","0.567","1"
"718333983","1","57","M","4","Unknown","Divorced","$120K +","Blue","36","2","2","3","13694.0","2219","11475.0","9040","63","0.162","1"
"718342158","1","38","F","4","Graduate","Single","Less than $40K","Blue","26","2","2","2","4391.0","1933","2458.0","1849","36","0.44","1"
"718346658","0","50","F","2","Graduate","Married","Less than $40K","Blue","37","3","2","4","1963.0","1357","606.0","1861","51","0.691","1"
"718352358","1","49","F","3","Post-Graduate","Married","Less than $40K","Blue","35","3","3","2","1914.0","0","1914.0","2687","41","0.0","1"
"718353633","1","50","M","1","Post-Graduate","Unknown","$80K - $120K","Gold","36","2","3","2","34516.0","0","34516.0","5547","75","0.0","0"
"718354683","0","59","F","0","Graduate","Single","$40K - $60K","Silver","45","6","3","3","21358.0","1225","20133.0","3646","77","0.057","1"
"718362783","1","35","M","2","Graduate","Married","$80K - $120K","Blue","27","3","2","3","12643.0","0","12643.0","787","21","0.0","1"
"718368333","0","26","M","0","College","Unknown","Less than $40K","Blue","13","6","1","2","5713.0","789","4924.0","3323","61","0.138","1"
"718376583","1","52","M","2","Graduate","Divorced","$80K - $120K","Silver","44","4","3","2","34516.0","751","33765.0","5806","40","0.022","1"
"718384233","0","52","M","5","Doctorate","Single","$40K - $60K","Silver","39","4","2","2","17835.0","868","16967.0","4258","58","0.049","1"
"718394658","0","31","F","0","Graduate","Single","Less than $40K","Blue","22","3","1","1","4254.0","2464","1790.0","2366","62","0.579","0"
"718396533","0","47","M","3","College","Single","$80K - $120K","Blue","38","5","3","3","8185.0","1556","6629.0","4527","83","0.19","1"
"718404783","1","59","F","0","Unknown","Married","Unknown","Blue","49","5","2","4","6996.0","0","6996.0","2384","33","0.0","1"
"718410258","0","37","M","3","High School","Unknown","$80K - $120K","Blue","28","5","4","4","13441.0","0","13441.0","4207","80","0.0","1"
"718414008","0","50","M","2","Graduate","Single","$120K +","Blue","36","3","2","2","34516.0","1023","33493.0","1064","13","0.03","1"
"718418958","1","30","M","1","Post-Graduate","Divorced","Less than $40K","Blue","36","6","2","4","5061.0","0","5061.0","1309","38","0.0","1"
"718420308","0","50","F","2","High School","Married","Less than $40K","Blue","36","3","1","3","3397.0","1658","1739.0","4208","75","0.488","1"
"718428033","0","55","F","4","Graduate","Single","Less than $40K","Blue","41","6","2","1","4430.0","1543","2887.0","3395","70","0.348","0"
"718437033","1","46","M","2","Uneducated","Unknown","$60K - $80K","Blue","30","4","3","2","1438.3","681","757.3","2527","38","0.473","1"
"718451133","0","48","M","2","Graduate","Single","$60K - $80K","Blue","40","4","5","4","14951.0","1413","13538.0","3899","68","0.095","1"
"718452633","1","35","F","4","Graduate","Married","Unknown","Blue","36","4","3","3","1931.0","0","1931.0","2569","46","0.0","1"
"718458858","1","41","M","4","Graduate","Single","$80K - $120K","Silver","29","2","3","6","34516.0","0","34516.0","3526","53","0.0","1"
"718465458","0","49","M","1","Unknown","Single","$80K - $120K","Blue","31","6","1","4","5898.0","1348","4550.0","1002","21","0.229","1"
"718473558","1","42","F","3","Doctorate","Single","Less than $40K","Blue","18","5","3","4","8668.0","0","8668.0","1402","38","0.0","1"
"718484283","0","57","M","3","Post-Graduate","Married","$60K - $80K","Blue","36","6","1","4","3478.0","2517","961.0","1409","49","0.724","0"
"718487958","0","53","F","2","High School","Married","Less than $40K","Blue","41","5","3","0","2799.0","1303","1496.0","3971","76","0.466","1"
"718501983","0","44","M","2","Graduate","Married","$60K - $80K","Blue","36","5","6","1","5950.0","1117","4833.0","4682","89","0.188","1"
"718503108","0","40","M","3","Unknown","Married","$120K +","Blue","26","3","3","1","14046.0","1994","12052.0","3792","77","0.142","1"
"718504233","1","43","F","4","Uneducated","Married","Less than $40K","Blue","30","2","2","3","2082.0","1794","288.0","3423","48","0.862","0"
"718508883","1","43","F","3","Unknown","Single","Less than $40K","Blue","36","6","3","3","2325.0","238","2087.0","2306","47","0.102","1"
"718515483","1","64","M","0","Graduate","Single","Less than $40K","Blue","52","2","3","5","3570.0","2517","1053.0","3289","47","0.705","1"
"718522308","0","41","F","3","Post-Graduate","Unknown","$40K - $60K","Blue","29","6","1","3","14345.0","960","13385.0","4045","72","0.067","0"
"718524783","1","40","M","3","High School","Unknown","$80K - $120K","Blue","34","1","3","4","29715.0","0","29715.0","2128","39","0.0","1"
"718528008","0","60","F","1","High School","Married","Less than $40K","Blue","47","2","3","1","3845.0","1460","2385.0","14432","106","0.38","1"
"718545033","0","27","F","0","Graduate","Married","Less than $40K","Blue","17","4","2","2","2042.0","1567","475.0","5146","78","0.767","1"
"718558758","1","34","M","1","Unknown","Single","$80K - $120K","Blue","22","1","2","2","3711.0","1413","2298.0","3922","51","0.381","1"
"718577958","1","39","M","2","Uneducated","Married","$120K +","Blue","26","2","3","4","8906.0","0","8906.0","809","15","0.0","1"
"718582158","0","48","M","2","Unknown","Married","$120K +","Blue","35","3","3","4","10642.0","1715","8927.0","4183","74","0.161","1"
"718595583","0","55","M","3","Graduate","Married","$80K - $120K","Blue","36","3","2","3","25878.0","1733","24145.0","1777","54","0.067","1"
"718611333","0","55","M","3","Post-Graduate","Married","$80K - $120K","Blue","36","6","1","0","6400.0","1979","4421.0","4475","91","0.309","1"
"718614183","1","43","F","4","High School","Unknown","Less than $40K","Silver","31","6","2","2","13651.0","0","13651.0","9772","71","0.0","0"
"718621608","1","54","F","2","High School","Married","Unknown","Blue","44","3","3","1","6094.0","0","6094.0","909","14","0.0","1"
"718626033","1","47","M","3","High School","Married","$60K - $80K","Blue","39","2","3","2","10061.0","0","10061.0","2802","52","0.0","1"
"718627458","0","43","F","3","Doctorate","Married","Unknown","Blue","38","3","4","2","1947.0","0","1947.0","2119","52","0.0","1"
"718632933","0","58","F","1","College","Single","Less than $40K","Blue","46","1","5","1","1552.0","0","1552.0","4731","71","0.0","1"
"718641483","0","53","F","3","Graduate","Married","Less than $40K","Blue","42","3","1","1","2404.0","1109","1295.0","4519","72","0.461","0"
"718653333","1","45","F","2","College","Single","Less than $40K","Blue","33","1","3","3","1833.0","0","1833.0","2037","31","0.0","1"
"718665033","1","44","M","5","Doctorate","Single","$60K - $80K","Silver","36","2","3","4","34140.0","0","34140.0","8177","76","0.0","1"
"718670808","0","59","F","0","College","Married","Less than $40K","Blue","51","6","1","0","1438.3","0","1438.3","4817","81","0.0","1"
"718672233","0","48","F","1","Graduate","Single","Unknown","Blue","38","3","2","2","23007.0","1239","21768.0","3395","63","0.054","0"
"718673358","1","35","M","3","Doctorate","Married","$80K - $120K","Blue","30","5","3","4","13590.0","1528","12062.0","2137","52","0.112","1"
"718675158","1","55","F","1","Unknown","Married","Less than $40K","Blue","36","4","1","3","1438.3","361","1077.3","850","22","0.251","0"
"718677858","0","39","M","1","College","Married","Less than $40K","Blue","27","4","2","2","2283.0","1053","1230.0","4571","72","0.461","1"
"718699683","0","48","M","3","College","Married","$80K - $120K","Silver","36","6","2","2","34516.0","0","34516.0","1733","54","0.0","1"
"718702908","0","53","F","2","Unknown","Single","Less than $40K","Blue","36","6","2","1","1543.0","1041","502.0","4312","84","0.675","1"
"718707933","1","54","M","2","Uneducated","Married","$60K - $80K","Blue","35","4","3","4","2189.0","382","1807.0","2750","51","0.175","1"
"718711158","1","52","M","3","Graduate","Married","$120K +","Blue","36","1","2","3","3841.0","2517","1324.0","2680","51","0.655","1"
"718728108","0","43","M","4","Uneducated","Married","$60K - $80K","Silver","30","1","3","1","29856.0","1576","28280.0","14887","119","0.053","0"
"718730283","0","38","F","2","Graduate","Married","Less than $40K","Blue","18","5","3","3","1686.0","1206","480.0","4891","68","0.715","1"
"718731183","1","61","M","1","Unknown","Married","$40K - $60K","Blue","49","1","2","2","5472.0","788","4684.0","705","14","0.144","1"
"718732833","1","56","F","1","College","Single","Less than $40K","Blue","48","4","2","2","2783.0","1763","1020.0","3967","42","0.633","0"
"718735908","1","47","M","4","Graduate","Single","$120K +","Blue","35","3","4","3","7015.0","0","7015.0","1799","51","0.0","1"
"718742808","1","55","F","1","High School","Married","$40K - $60K","Blue","46","2","4","3","4629.0","710","3919.0","2877","49","0.153","1"
"718759833","0","44","F","2","Uneducated","Married","Unknown","Silver","35","4","3","2","32643.0","0","32643.0","1058","24","0.0","0"
"718766058","1","56","M","2","Graduate","Single","$80K - $120K","Blue","36","1","2","2","1438.3","0","1438.3","2123","37","0.0","0"
"718774533","0","48","M","1","College","Married","$60K - $80K","Blue","44","2","3","1","15355.0","1823","13532.0","15053","111","0.119","0"
"718791708","1","48","M","2","High School","Married","$80K - $120K","Blue","32","1","2","4","16362.0","2268","14094.0","2228","37","0.139","1"
"718797558","0","39","F","1","Graduate","Married","Unknown","Blue","30","3","2","3","2917.0","1357","1560.0","2422","46","0.465","1"
"718799958","0","60","F","1","Graduate","Married","Unknown","Blue","52","2","3","3","13312.0","1974","11338.0","14336","106","0.148","1"
"718806783","1","46","F","3","Uneducated","Married","Unknown","Blue","36","2","3","1","2872.0","357","2515.0","2629","41","0.124","1"
"718812708","1","57","M","2","Graduate","Single","$120K +","Blue","44","5","3","4","34516.0","219","34297.0","1882","48","0.006","1"
"718813833","0","44","F","3","Uneducated","Single","Unknown","Blue","34","5","2","2","10100.0","0","10100.0","1052","18","0.0","1"
"718826883","1","50","M","3","Uneducated","Single","$80K - $120K","Blue","36","6","3","2","6925.0","0","6925.0","2506","36","0.0","1"
"718828083","0","52","M","1","Graduate","Single","$40K - $60K","Blue","43","4","3","3","8748.0","2284","6464.0","3533","73","0.261","1"
"718830183","0","46","M","1","High School","Single","$60K - $80K","Blue","38","5","2","4","23996.0","2517","21479.0","1339","29","0.105","1"
"718835583","0","50","F","1","Graduate","Married","Unknown","Blue","41","6","2","2","15641.0","2379","13262.0","3769","76","0.152","1"
"718840833","1","49","M","3","High School","Single","$40K - $60K","Blue","36","1","3","4","4601.0","0","4601.0","9610","76","0.0","1"
"718843608","0","36","F","2","Post-Graduate","Divorced","Less than $40K","Blue","25","5","2","4","8917.0","1091","7826.0","3327","80","0.122","1"
